,keyword,freq,all_freq,salience,division
0,breeding,115.0,325,0.35384615384615387,01
1,crops,121.0,375,0.32266666666666666,01
2,cattle,105.0,367,0.28610354223433243,01
3,seed,129.0,566,0.22791519434628976,01
4,growers,141.0,671,0.21013412816691504,01
5,farm,924.0,4442,0.2080144079243584,01
6,acres,135.0,715,0.1888111888111888,01
7,horses,195.0,1120,0.17410714285714285,01
8,farmers,190.0,1304,0.14570552147239263,01
9,plants,248.0,2287,0.10843900306077832,01
10,animals,145.0,1553,0.09336767546683837,01
11,agricultural,188.0,2124,0.08851224105461393,01
12,dogs,105.0,1499,0.07004669779853236,01
13,estate,138.0,2953,0.0467321368100237,01
14,land,175.0,4435,0.03945885005636979,01
15,nursery,139.0,3534,0.03933220147142049,01
16,growing,317.0,9141,0.03467891915545345,01
17,garden,194.0,6478,0.029947514665020068,01
18,produce,315.0,12703,0.024797291978272847,01
19,grown,171.0,7542,0.022673031026252982,01
20,food,219.0,13272,0.016500904159132006,01
21,country,119.0,7430,0.01601615074024226,01
22,family,347.0,25604,0.013552569910951414,01
23,field,103.0,9091,0.01132988670113299,01
24,stock,145.0,12931,0.011213363235635295,01
25,family_run,155.0,14743,0.010513464016821543,01
26,facilities,146.0,13956,0.010461450272284322,01
27,run,137.0,14529,0.00942941702801294,01
28,free,137.0,14697,0.009321630264679867,01
29,supply,228.0,24566,0.00928112024749654,01
30,started,111.0,12045,0.00921544209215442,01
31,site,195.0,21520,0.009061338289962825,01
32,environment,173.0,19667,0.0087964610769309,01
33,area,211.0,24955,0.00845521939491084,01
34,day,145.0,17480,0.008295194508009153,01
35,good,167.0,21143,0.007898595279761623,01
36,large,165.0,21102,0.007819164060278647,01
37,local,293.0,37756,0.007760355969912067,01
38,around,146.0,18862,0.007740430495175485,01
39,two,132.0,17973,0.007344349858120514,01
40,small,228.0,31209,0.0073055849274247815,01
41,set,135.0,20095,0.006718089076884797,01
42,excellent,108.0,16454,0.006563753494590981,01
43,range,382.0,58770,0.006499914922579547,01
44,much,102.0,15723,0.006487311581759206,01
45,members,147.0,22986,0.006395197076481336,01
46,since,201.0,31788,0.006323140807852019,01
47,available,202.0,32183,0.006276605661374017,01
48,many,320.0,52491,0.006096283172353356,01
49,also,683.0,112609,0.006065234572725093,01
50,well,313.0,51756,0.006047608006801144,01
51,use,228.0,37931,0.006010914555376869,01
52,house,101.0,16917,0.005970325707867825,01
53,see,106.0,18085,0.005861210948299696,01
54,number,130.0,22187,0.005859286969847208,01
55,ltd,341.0,58377,0.005841341624269832,01
56,first,176.0,30635,0.005745062836624776,01
57,home,209.0,37067,0.00563843850325087,01
58,great,146.0,26046,0.005605467250249558,01
59,made,107.0,19188,0.005576401917865332,01
60,years,328.0,58948,0.005564226097577526,01
61,today,105.0,18987,0.005530099541791752,01
62,including,277.0,50342,0.00550236383139327,01
63,centre,109.0,20057,0.00543451164182081,01
64,may,117.0,21560,0.005426716141001855,01
65,quality,413.0,76675,0.005386371046625367,01
66,world,148.0,28237,0.0052413500017707264,01
67,part,138.0,26578,0.005192264278726767,01
68,time,315.0,61008,0.005163257277734068,01
69,one,299.0,58522,0.0051091897064351865,01
70,best,325.0,64055,0.005073764733432207,01
71,find,125.0,24999,0.00500020000800032,01
72,high_quality,146.0,30245,0.004827244172590511,01
73,market,161.0,33740,0.004771784232365146,01
74,established,235.0,49248,0.004771767381416504,01
75,aim,129.0,27052,0.0047685938193109565,01
76,business,770.0,161867,0.004756991851334737,01
77,new,351.0,74909,0.00468568529816177,01
78,equipment,126.0,27601,0.004565051990869896,01
79,based,286.0,62715,0.004560312524914295,01
80,wide_range,115.0,25257,0.004553193174169537,01
81,products,393.0,86404,0.004548400537012175,01
82,throughout,115.0,25351,0.004536310204725652,01
83,limited,105.0,23418,0.004483730463745837,01
84,full,126.0,28111,0.004482231155063854,01
85,customers,394.0,88460,0.004453990504182681,01
86,care,180.0,40610,0.004432405811376508,01
87,working,220.0,49847,0.004413505326298473,01
88,tree_care,129.0,249,0.5180722891566265,02
89,tree_surgery,206.0,401,0.513715710723192,02
90,tree_surgeons,119.0,253,0.47035573122529645,02
91,forestry,195.0,499,0.3907815631262525,02
92,tree,483.0,1829,0.2640787315472936,02
93,woodland,163.0,900,0.1811111111111111,02
94,forest,148.0,1073,0.13793103448275862,02
95,timber,113.0,3315,0.03408748114630467,02
96,work,493.0,115303,0.004275691005437846,02
97,management,186.0,44754,0.004156053090226572,02
98,professional,192.0,51315,0.003741596024554224,02
99,ltd,191.0,58377,0.003271836510954657,02
100,staff,136.0,46436,0.0029287621672840036,02
101,services,388.0,144692,0.0026815580681723936,02
102,including,129.0,50342,0.0025624726868221366,02
103,based,142.0,62715,0.002264211113768636,02
104,established,109.0,49248,0.0022132878492527614,02
105,industry,134.0,63199,0.002120286713397364,02
106,also,237.0,112609,0.0021046275164507276,02
107,company,236.0,115830,0.002037468704135371,02
108,provide,235.0,117895,0.0019932991221001737,02
109,years,117.0,58948,0.001984800162855398,02
110,well,101.0,51756,0.0019514645644949377,02
111,offer,198.0,102249,0.0019364492562274447,02
112,team,185.0,98645,0.0018754118303005727,02
113,customers,164.0,88460,0.001853945286004974,02
114,quality,125.0,76675,0.0016302575806977503,02
115,clients,183.0,120262,0.001521677670419584,02
116,experience,113.0,76593,0.0014753306437925136,02
117,business,192.0,161867,0.0011861590070860646,02
118,fish,188.0,1517,0.12392880685563612,03
119,company,104.0,115830,0.0008978675645342312,03
120,also,101.0,112609,0.0008969087728334325,03
121,stone,122.0,2555,0.047749510763209393,08
122,company,160.0,115830,0.001381334714668048,08
123,products,117.0,86404,0.0013541039766677468,08
124,industry,128.0,63199,0.0020253485023497206,09
125,company,160.0,115830,0.001381334714668048,09
126,services,175.0,144692,0.001209465623531363,09
127,clients,113.0,120262,0.0009396151735377758,09
128,provide,106.0,117895,0.0008991051359260359,09
129,business,106.0,161867,0.0006548586184954314,09
130,bakery,453.0,988,0.458502024291498,10
131,baking,170.0,415,0.40963855421686746,10
132,bread,179.0,509,0.3516699410609037,10
133,chocolate,252.0,719,0.35048678720445064,10
134,cakes,271.0,825,0.3284848484848485,10
135,ice_cream,198.0,618,0.32038834951456313,10
136,cheese,163.0,594,0.27441077441077444,10
137,recipes,177.0,690,0.2565217391304348,10
138,milk,171.0,719,0.23783031988873435,10
139,flavours,183.0,930,0.1967741935483871,10
140,delicious,213.0,1241,0.1716357775987107,10
141,ingredients,498.0,3065,0.16247960848287113,10
142,meat,192.0,1190,0.16134453781512606,10
143,dairy,127.0,806,0.1575682382133995,10
144,taste,261.0,2133,0.12236286919831224,10
145,tea,119.0,1042,0.11420345489443379,10
146,coffee,250.0,2493,0.10028078620136383,10
147,food,984.0,13272,0.07414104882459313,10
148,fish,110.0,1517,0.07251153592617007,10
149,organic,120.0,1702,0.07050528789659224,10
150,farm,267.0,4442,0.06010805943268798,10
151,fresh,229.0,4190,0.054653937947494034,10
152,factory,174.0,4522,0.03847854931446263,10
153,natural,200.0,5732,0.034891835310537335,10
154,produce,423.0,12703,0.03329922065653783,10
155,finest,116.0,3828,0.030303030303030304,10
156,catering,140.0,4844,0.028901734104046242,10
157,kitchen,159.0,5551,0.028643487659881103,10
158,packaging,109.0,4848,0.022483498349834985,10
159,award_winning,136.0,6070,0.022405271828665568,10
160,made,429.0,19188,0.022357723577235773,10
161,traditional,240.0,10937,0.021943860290756147,10
162,british,186.0,8572,0.02169855342977135,10
163,awards,108.0,5503,0.019625658731600944,10
164,products,1677.0,86404,0.019408823665571038,10
165,love,196.0,10198,0.019219454795057853,10
166,family,489.0,25604,0.01909857834713326,10
167,shop,193.0,10123,0.0190654944186506,10
168,started,221.0,12045,0.01834786218347862,10
169,hand,115.0,6483,0.01773870121857165,10
170,real,116.0,6986,0.01660463784712282,10
171,still,195.0,11747,0.016599982974376436,10
172,grown,120.0,7542,0.015910898965791568,10
173,passion,142.0,8988,0.01579884290164664,10
174,suppliers,185.0,12526,0.01476927989781255,10
175,source,104.0,7312,0.014223194748358862,10
176,brand,201.0,14430,0.01392931392931393,10
177,highest_quality,119.0,8635,0.013781123335263462,10
178,manufacturing,195.0,14331,0.013606866234038098,10
179,growing,119.0,9141,0.013018269335958867,10
180,supply,319.0,24566,0.01298542701294472,10
181,retail,131.0,10123,0.012940827817840561,10
182,innovation,101.0,8229,0.012273666302102321,10
183,quality,907.0,76675,0.011829149005542876,10
184,range,695.0,58770,0.01182576144291305,10
185,today,224.0,18987,0.011797545689155739,10
186,health,157.0,13520,0.011612426035502959,10
187,enjoy,123.0,10712,0.011482449589245707,10
188,good,239.0,21143,0.011303977675826514,10
189,markets,101.0,8992,0.01123220640569395,10
190,proud,180.0,16718,0.010766838138533318,10
191,back,148.0,13965,0.010597923379878266,10
192,free,154.0,14697,0.010478328910662039,10
193,make,405.0,39349,0.01029251061018069,10
194,heart,112.0,10914,0.010262048744731538,10
195,great,267.0,26046,0.010251094217922137,10
196,like,168.0,17361,0.009676861931916364,10
197,create,217.0,23135,0.009379727685325264,10
198,local,352.0,37756,0.009323021506515521,10
199,use,350.0,37931,0.009227281115710105,10
200,order,160.0,17498,0.009143902160246886,10
201,day,159.0,17480,0.009096109839816933,10
202,standards,150.0,17004,0.008821453775582216,10
203,customers,774.0,88460,0.008749717386389329,10
204,small,272.0,31209,0.008715434650261143,10
205,year,165.0,19083,0.008646439239113348,10
206,would,103.0,12145,0.008480856319473035,10
207,possible,141.0,17007,0.008290703827835597,10
208,best,531.0,64055,0.008289750995238467,10
209,first,249.0,30635,0.008127958217724825,10
210,since,258.0,31788,0.008116270290675727,10
211,family_run,119.0,14743,0.008071627212914604,10
212,distillery,160.0,255,0.6274509803921569,11
213,brewery,568.0,987,0.5754812563323202,11
214,brewing,267.0,512,0.521484375,11
215,cider,169.0,328,0.5152439024390244,11
216,ales,115.0,242,0.47520661157024796,11
217,gin,125.0,352,0.35511363636363635,11
218,beer,354.0,1003,0.35294117647058826,11
219,drinks,105.0,1418,0.07404795486600846,11
220,produce,140.0,12703,0.011021018657010155,11
221,first,170.0,30635,0.00554920842173984,11
222,great,120.0,26046,0.0046072333563695,11
223,using,105.0,24019,0.00437153919813481,11
224,local,148.0,37756,0.0039199067697849345,11
225,range,214.0,58770,0.0036413135953717885,11
226,new,202.0,74909,0.0026966052143267165,11
